Pipeline,Loc Desc,Zone,Point
Great Lakes Gas Transmission Limited Partnership,Receipt,Western,Floodwood | 132784
Great Lakes Gas Transmission Limited Partnership,Receipt,Western,Grand Rapids NMU | 11903
Great Lakes Gas Transmission Limited Partnership,Receipt,Western,Lammers | 385442
Great Lakes Gas Transmission Limited Partnership,Receipt,Western,Thief River Falls | 11983
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Arnold Road | 720063
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Ashland | 132785
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,C/E Boundary | 295292
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Duck Creek | 245609
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Engadine | 40860
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,ENGADINE MC | 6240860
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Fortune Lake | 11655
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,FORTUNE LAKE MC | 6211655
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Gaylord | 11741
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Ironwood | 132787
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Mackinaw | 11625
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Manistique | 11786
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Marenisco | 293838
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Pellston | 40835
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Petoskey | 11594
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Rapid River | 11623
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Rudyard | 11595
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Sagola | 473414
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Sault St. Marie TCPL | 11597
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Sault Ste Marie Michcon | 11596
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,St Ignace | 11691
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Wakefield Delivery | 720057
Great Lakes Gas Transmission Limited Partnership,Delivery,Central,Watersmeet | 169660
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Alpine | 1401885
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Bauman | 132789
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Belle River Mills Delivery | 720049
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Birch Run | 11760
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Capac Delivery | 720045
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,China TWP | 293839
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Chippewa | 17406
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Deward Delivery | 720039
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Farwell Delivery | 720040
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,FARWELL MC | 6211601
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Goose Creek | 199466
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Midland | 169334
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Muttonville Delivery | 720048
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Otisville | 17529
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Rattlerun Delivery | 720047
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,South Chester Delivery | 720038
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,St Clair Delivery | 11772
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,ST CLAIR MC | 6211772
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Trumble Road Interconnect | 1389066
Great Lakes Gas Transmission Limited Partnership,Delivery,Eastern,Wilderness | 132788
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Bemidji | 11819
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Blackberry | 1401910
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Carlton | 11842
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,CARLTON MC | 6211842
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Cass Lake | 206058
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Clearbrook | 225036
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Cloquet | 11847
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Clow Delivery | 132780
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Cohasset | 216501
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Deer River | 48928
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Duluth | 385360
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Emerson Delivery | 720058
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,EMERSON MC | 6233975
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Floodwood | 132784
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Grace Lake | 216502
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,"Grand Rapids, NMU | 11903"
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,"Grand Rapids, NN | 11902"
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Lammers | 385442
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Little Bass | 780435
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Mayfield | 295154
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Range Line Road | 1389205
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Solway | 293837
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Superior | 304366
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Thief River Falls | 11983
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,W/C Boundary | 295291
Great Lakes Gas Transmission Limited Partnership,Delivery,Western,Western Zone Pool | 2
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Air Liquide - Glacier Ridge | 880045
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Bc Organics Delivery | 880060
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Bc Organics Receipt | 880054
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Bluewater Hub | 1229697
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Bluff Creek NNG | 359491
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Bluff Creek WG | 359490
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Chilton | 778106
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Denmark | 778110
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Do Not Use -.Alliance-Anr | 854538
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Eden | 880033
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Fox Valley | 778102
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Guardian Hub PAL | 1261228
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Holsum Dairy | 880048
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Ixonia | 379832
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet Alliance | 352446
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet ANR | 338687
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet MGT | 359485
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet MGT PAL | 379933
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet NBPL | 359487
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet NGPL | 359489
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet Peoples | 359508
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Joliet Vector | 394756
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Kaukauna #2 | 880042
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Kaukauna | 880022
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Mallard Ridge | 880051
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Mayville | 880039
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Rockvale | 359488
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Rubicon | 778098
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Sheboygan | 778122
"Guardian Pipeline, L.L.C.",Receipt,Entire System,SW Greenbay | 778114
"Guardian Pipeline, L.L.C.",Receipt,Entire System,VAPP | 880001
"Guardian Pipeline, L.L.C.",Receipt,Entire System,VAPP | 880004
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Walworth | 359493
"Guardian Pipeline, L.L.C.",Receipt,Entire System,West Greenbay | 778118
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Wisconsin Electric Pool | 473454
"Guardian Pipeline, L.L.C.",Receipt,Entire System,Wisconsin Gas Pool | 359505
"Guardian Pipeline, L.L.C.",Receipt,Entire System,WPS Pool | 799139
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Air Liquide - Glacier Ridge | 880045
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Bc Organics Delivery | 880060
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Bc Organics Receipt | 880054
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Bluewater Hub | 1229697
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Bluff Creek NNG | 359491
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Bluff Creek WG | 359490
"Guardian Pipeline, L.L.C.",Delivery,Entire System,BP Canada Pool | 446696
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Chilton | 778106
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Denmark | 778110
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Do Not Use -Alliance-Anr | 854538
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Eden | 880033
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Fox Valley | 778102
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Guardian Hub PAL | 1261228
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Guardian Hub PAL | 1261288
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Holsum Dairy | 880048
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Ixonia | 379832
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet Alliance | 352446
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet Alliance PAL | 385650
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet ANR | 338687
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet MGT | 359485
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet NBPL | 359487
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet NGPL | 359489
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet Peoples | 359508
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet Storage Pool | 799138
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Joliet Vector | 394756
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Kaukauna #2 | 880042
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Kaukauna | 880022
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Mallard Ridge | 880051
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Mayville | 880039
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Peoples Pool | 387728
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Rockvale | 359488
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Rubicon | 778098
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Sheboygan | 778122
"Guardian Pipeline, L.L.C.",Delivery,Entire System,SW Greenbay | 778114
"Guardian Pipeline, L.L.C.",Delivery,Entire System,VAPP | 880001
"Guardian Pipeline, L.L.C.",Delivery,Entire System,VAPP | 880004
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Walworth | 359493
"Guardian Pipeline, L.L.C.",Delivery,Entire System,West Greenbay | 778118
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Wisconsin Electric Pool | 473454
"Guardian Pipeline, L.L.C.",Delivery,Entire System,Wisconsin Gas Pool | 359505
"Guardian Pipeline, L.L.C.",Delivery,Entire System,WPS Pool | 799139
Gulf Crossing Pipeline Company LLC,Receipt,Gulf Crossing,Antero Coalgate Enable Lease | 22337
