Pipeline,Loc Desc,Zone,Point
"Texas Eastern Transmission, LP",Receipt,2,"XTO Energy - Elsie Adams #1, Fayette Co., PA | 72880"
"Texas Eastern Transmission, LP",Receipt,2,"XTO Energy - Mill Run / Stewarton Raod, Fayette, PA. | 73650"
"Texas Eastern Transmission, LP",Receipt,2,"XTO Energy - O""""Brien Interconnect - (73476) | 73476"
"Texas Eastern Transmission, LP",Receipt,2,XTO Energy. - Elsie Adams #2 - PA. | 73679
"Texas Eastern Transmission, LP",Receipt,2,Zone M2 Storage Point | 79512
"Texas Eastern Transmission, LP",Receipt,3,AGT MAINLINE (NJ-NY) | 78200
"Texas Eastern Transmission, LP",Receipt,3,AGT To TE Hanover | 76840
"Texas Eastern Transmission, LP",Receipt,3,"Algonquin - Hanover, NJ | 71078"
"Texas Eastern Transmission, LP",Receipt,3,"Algonquin - Lambertville, NJ (Receipt) | 76087"
"Texas Eastern Transmission, LP",Receipt,3,"Algonquin - Lambertville, NJ | 14194"
"Texas Eastern Transmission, LP",Receipt,3,Alliance Petroleum Corp - East Wheatfield Interconnect - Cambria C | 73543
"Texas Eastern Transmission, LP",Receipt,3,"Anadarko-Marsh Creek Trail - Centre, PA | 73659"
"Texas Eastern Transmission, LP",Receipt,3,Bayway Lateral | 79977
"Texas Eastern Transmission, LP",Receipt,3,"Blackhawk Energy, Llc - Entriken Interconnect, Pa | 73542"
"Texas Eastern Transmission, LP",Receipt,3,Brook Un-Thru 70058 | 306814
"Texas Eastern Transmission, LP",Receipt,3,Bug Co Nat- Brooklyn Union Gas Company | 42500
"Texas Eastern Transmission, LP",Receipt,3,"Caiman Energy-Ritchie Rd/Burkett Hollow, Blair Co., PA | 73731"
"Texas Eastern Transmission, LP",Receipt,3,"CNX - Skeria #1 - Somerset Co., PA | 72789"
"Texas Eastern Transmission, LP",Receipt,3,"Columbia Gas (MFGRS.) - Eagle, PA | 18720"
"Texas Eastern Transmission, LP",Receipt,3,"Columbia Gas - Pennsburg, PA (D70577/R76577) | 75577"
"Texas Eastern Transmission, LP",Receipt,3,"Columbia Gas Of Pa. - Eagle, Pa | 70011"
"Texas Eastern Transmission, LP",Receipt,3,"Columbia Midstream Big Pine Westmoreland Co., PA | 73727"
"Texas Eastern Transmission, LP",Receipt,3,Compressor Station 23 (Chambersburg) | 79923
"Texas Eastern Transmission, LP",Receipt,3,Consol. Edison - (Thru 70058) | 14292
"Texas Eastern Transmission, LP",Receipt,3,"Dominion Energy Transmission, Inc - Crooked Run, Westmoreland Co. | 73678"
"Texas Eastern Transmission, LP",Receipt,3,"Dominion Leidy_Storage (Wtd), Pa | 74010"
"Texas Eastern Transmission, LP",Receipt,3,"DTI - B,Franklin County, PA - Rec (Bi-Dir 73061) | 782242"
"Texas Eastern Transmission, LP",Receipt,3,"DTI -A,Franklin Co.,PA (Rec (Bi-Dir 73051) | 782239"
"Texas Eastern Transmission, LP",Receipt,3,Eagle Station | 79922
"Texas Eastern Transmission, LP",Receipt,3,EASTERN GAS - FRANKLIN REC76061/DEL73061 | 75061
"Texas Eastern Transmission, LP",Receipt,3,EASTERN GAS - LEIDY STORAGE #2-(D73188/R76188) | 75188
"Texas Eastern Transmission, LP",Receipt,3,EASTERN GAS - LEIDY STORAGE (D70931/R76931) | 75931
"Texas Eastern Transmission, LP",Receipt,3,EASTERN GAS -FRANKLIN (D73051/R76051) | 75051
"Texas Eastern Transmission, LP",Receipt,3,"Elizabethtown Gas Co. - Elizabeth, NJ | 70275"
"Texas Eastern Transmission, LP",Receipt,3,"Elizabethtown Gas Co. - Ringoes, NJ | 14197"
"Texas Eastern Transmission, LP",Receipt,3,"Elizabethtown Gas Co.-Perth Amboy, NJ | 71075"
"Texas Eastern Transmission, LP",Receipt,3,"Great Lakes Energy Partners.- #1 Tex. Gulf-Centre Co., PA | 72080"
"Texas Eastern Transmission, LP",Receipt,3,Head Of Freehold Lateral - Mainline | 79037
"Texas Eastern Transmission, LP",Receipt,3,Head of Manhattan Extension - Extension | 79971
"Texas Eastern Transmission, LP",Receipt,3,Ironwood Lateral | 79147
"Texas Eastern Transmission, LP",Receipt,3,Lateral 2-V - Reliant Energy Hunterstown | 79122
"Texas Eastern Transmission, LP",Receipt,3,Lilco-(Thru 70058) | 281222
"Texas Eastern Transmission, LP",Receipt,3,Long Isl. Lighting-(Thru70058) | 14293
"Texas Eastern Transmission, LP",Receipt,3,MAHWAH | 78201
"Texas Eastern Transmission, LP",Receipt,3,Marietta Custody Transfer Point | 79660
"Texas Eastern Transmission, LP",Receipt,3,Marietta Extension H/L | 79965
"Texas Eastern Transmission, LP",Receipt,3,Middlesex Extension | 79058
"Texas Eastern Transmission, LP",Receipt,3,"National Fuel - Clinton,Pa (72977-D,72978-R) | 75977"
"Texas Eastern Transmission, LP",Receipt,3,"National Grid Metro NY, Goethals Rd | 70058"
"Texas Eastern Transmission, LP",Receipt,3,"NCL Natural Resources, LLC (Eastern States Expl)- Centre C | 72694"
"Texas Eastern Transmission, LP",Receipt,3,"New Jersey Natural - Hanover, NJ | 14247"
"Texas Eastern Transmission, LP",Receipt,3,"New Jersey Natural - Montville, NJ | 14253"
"Texas Eastern Transmission, LP",Receipt,3,"PECO - Alan Wood Steel, PA | 19236"
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - Collegeville, PA | 72745"
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - Cromby Generation, PA | 18722"
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - E. Greenville, PA | 18616"
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - Hatfield, PA | 42509"
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - Montgomery Co., PA | 46289"
"Texas Eastern Transmission, LP",Receipt,3,PECO Energy - Planebrook Chester Co | 18725
"Texas Eastern Transmission, LP",Receipt,3,PECO Energy - Tilghman St. - Cheste | 18809
"Texas Eastern Transmission, LP",Receipt,3,"PECO Energy - West Conshohocken, PA | 19234"
"Texas Eastern Transmission, LP",Receipt,3,"Peoples Nat - Rager Mountain, PA (Rec.) | 76671"
"Texas Eastern Transmission, LP",Receipt,3,Philadelphia Gas Works - Levick St. | 19233
"Texas Eastern Transmission, LP",Receipt,3,"Philadelphia Gas Works - Point Breeze, PA | 70030"
"Texas Eastern Transmission, LP",Receipt,3,Philadelphia Gas Works Penrose (Eastwick) | 71682
"Texas Eastern Transmission, LP",Receipt,3,Philadelphia Lateral | 79144
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Basking Ridge, NJ | 71207"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Bound Brook, NJ | 71196"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Central Works, NJ | 14227"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Hanover, NJ | 14251"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Hillsborough, NJ | 14277"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Linden, NJ | 70128"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Morristown, NJ (Thru 08) | 71208"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Sewaren, NJ | 14230"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - South Plainfield, | 218597"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Wanaque, NJ | 14262"
"Texas Eastern Transmission, LP",Receipt,3,"Public Service - Woodbridge,NJ | 42515"
"Texas Eastern Transmission, LP",Receipt,3,Ramapo | 78214
"Texas Eastern Transmission, LP",Receipt,3,"Samson Charlton/Hillegass, Somerset Co, Pa | 73664"
"Texas Eastern Transmission, LP",Receipt,3,"Samson Menhorne, Somerset Co, Pa | 73651"
"Texas Eastern Transmission, LP",Receipt,3,Steckman Ridge (73605D Inj/73606R Wtd) | 75605
"Texas Eastern Transmission, LP",Receipt,3,"Storage Field - CNG Leidy Storage #2, Pa | 75188"
"Texas Eastern Transmission, LP",Receipt,3,Storage Field -CNG Leidy Storage #2 | 18791
"Texas Eastern Transmission, LP",Receipt,3,Storage Transfer Point W/ CNG At Leidy | 60735
"Texas Eastern Transmission, LP",Receipt,3,"Texas Keystone - Devil's Elbow Field - Centere Co., PA | 73435"
"Texas Eastern Transmission, LP",Receipt,3,"Three Rivers Pipeline Co. - Indiana Co., PA (D7286 | 75865"
"Texas Eastern Transmission, LP",Receipt,3,"Transco - Belle Meade, NJ (D70919/R76919) | 75919"
"Texas Eastern Transmission, LP",Receipt,3,"Transco - Linden, NJ - Del | 14286"
"Texas Eastern Transmission, LP",Receipt,3,"Transco - Skippack, PA - REC | 70249"
"Texas Eastern Transmission, LP",Receipt,3,UGI - LNG Temple (Bi-Dir 73709/76709) | 75709
"Texas Eastern Transmission, LP",Receipt,3,"UGI Util (Columbia Gas) - Bally, PA | 42455"
"Texas Eastern Transmission, LP",Receipt,3,UGI Util (Columbia Gas) - Dauphin CO | 70519
"Texas Eastern Transmission, LP",Receipt,3,UGI Util (Columbia Gas) - Lancaster | 19084
"Texas Eastern Transmission, LP",Receipt,3,"UGI Util (Columbia Gas) - Reading, PA | 70322"
"Texas Eastern Transmission, LP",Receipt,3,UGI Util (Columbia Gas) - Rich Hill | 46527
"Texas Eastern Transmission, LP",Receipt,3,UGI Util (Columbia Gas) - Womelsdor | 18608
"Texas Eastern Transmission, LP",Receipt,3,"UGI Utilities, Inc. (Columbia Gas) | 70069"
"Texas Eastern Transmission, LP",Receipt,3,"UGI Utilities, Inc. (Columbia Gas) | 70070"
"Texas Eastern Transmission, LP",Receipt,3,"UGI Utilities, Inc. (Columbia Gas) | 70321"
"Texas Eastern Transmission, LP",Receipt,3,"Williams Mid-Penn Midstream- Clyde- Horse Thief Rd., Indian | 73621"
"Texas Eastern Transmission, LP",Receipt,3,"Williams-Transco, Lower Chanceford- | 1250827"
"Texas Eastern Transmission, LP",Receipt,3,ZONE M3 SERVICE POINT | 79509
"Texas Eastern Transmission, LP",Receipt,3,Zone M3 Storage Point | 79513
"Texas Eastern Transmission, LP",Receipt,ELA,"Acadian Gas-Haynesville Extension P/L, Pt.Coupee Parish, LA | 73698"
"Texas Eastern Transmission, LP",Receipt,ELA,"American Explorer - Shore Oil #1 - Lafourche Psh., LA | 72999"
"Texas Eastern Transmission, LP",Receipt,ELA,"Apache Corp. - MP6 , LA | 107563"
"Texas Eastern Transmission, LP",Receipt,ELA,"Apache Corp. - MP7 , LA | 378903"
"Texas Eastern Transmission, LP",Receipt,ELA,Apache Deepwater LLC - MP 166 | 73487
"Texas Eastern Transmission, LP",Receipt,ELA,"Associated Natural Gas Inc. - Wilkinson Co., MS | 72692"
"Texas Eastern Transmission, LP",Receipt,ELA,Boardwalk Storage Company LLC Storage -INJ/WD | 75614
"Texas Eastern Transmission, LP",Receipt,ELA,Bobcat Storage - (D73553/R73554) | 75553
"Texas Eastern Transmission, LP",Receipt,ELA,Bridgeline - Tallyho (D72628/R76628) | 75628
"Texas Eastern Transmission, LP",Receipt,ELA,"BS 41 - Dynamic Offshore Resources, LLC | 73420"
"Texas Eastern Transmission, LP",Receipt,ELA,"Cantium, LLC-MP 30 | 72616"
"Texas Eastern Transmission, LP",Receipt,ELA,"Centana Gathering Co. MP 225,LA | 73070"
"Texas Eastern Transmission, LP",Receipt,ELA,"Century Exploration New Orleans, Inc. - BS 53, LA | 71757"
"Texas Eastern Transmission, LP",Receipt,ELA,"Century Exploration New Orleans, Inc. - MP 100, LA | 32332"
"Texas Eastern Transmission, LP",Receipt,ELA,"Chandeleur Pipe Line Co. (Cantium, LLC)-MP 41L | 72936"
"Texas Eastern Transmission, LP",Receipt,ELA,"Chevron - Venice, LA | 71200"
"Texas Eastern Transmission, LP",Receipt,ELA,"Eagle Natural Gas -Lake Boeuf, Lafourche Psh., LA - TEST | 73078"
"Texas Eastern Transmission, LP",Receipt,ELA,ELA Custody Transfer Point | 79968
"Texas Eastern Transmission, LP",Receipt,ELA,ELA Custody Transfer Point | 79968
"Texas Eastern Transmission, LP",Receipt,ELA,ELA Service Point | 110733
"Texas Eastern Transmission, LP",Receipt,ELA,"Enable Gas Transmission - West Monroe, LA | 72568"
"Texas Eastern Transmission, LP",Receipt,ELA,"Energy XXI GOM, LLC-SP 93 | 72319"
"Texas Eastern Transmission, LP",Receipt,ELA,Energy XXI-MP 107 | 73594
"Texas Eastern Transmission, LP",Receipt,ELA,"ENI Petroleum US LLC - 365 MC, LA | 72849"
"Texas Eastern Transmission, LP",Receipt,ELA,"Exchange Oil & Gas - Wilkinson Co., MS | 72857"
"Texas Eastern Transmission, LP",Receipt,ELA,Fieldwood Energy Sp 89-B | 72138
"Texas Eastern Transmission, LP",Receipt,ELA,Fieldwood Energy-SP 87-D | 73027
"Texas Eastern Transmission, LP",Receipt,ELA,Fieldwood Energy-WD 86 | 72137
"Texas Eastern Transmission, LP",Receipt,ELA,"Florida Gas - Krotz Springs, LA (D71672/R76672) | 75672"
"Texas Eastern Transmission, LP",Receipt,ELA,"Forcenergy Gas Exploration, Inc. - CS 25, LA | 72245"
"Texas Eastern Transmission, LP",Receipt,ELA,GOM Shelf LLC CA 43 | 73654
"Texas Eastern Transmission, LP",Receipt,ELA,Gulf South Hinds/Raymond | 73560
"Texas Eastern Transmission, LP",Receipt,ELA,"Gulf South Pipeline ComPAny - Opelousas, LA | 71486"
"Texas Eastern Transmission, LP",Receipt,ELA,"Gulf South Pipeline Company, LP - West Monroe, LA (Receipt) | 71000"
"Texas Eastern Transmission, LP",Receipt,ELA,"Gulfstar Energy Inc. - CA 37, LA | 137019"
"Texas Eastern Transmission, LP",Receipt,ELA,"Henderson Petroleum Corp.-SW Lake Boeuf Lafourche Psh.,LA | 71503"
"Texas Eastern Transmission, LP",Receipt,ELA,"Hilcorp Energy I, LP. - Digby Plant, Pt. Coupee Psh., LA | 72258"
"Texas Eastern Transmission, LP",Receipt,ELA,"Llog - BS 52, LA | 71467"
"Texas Eastern Transmission, LP",Receipt,ELA,LLOG - MP 20 - LAO | 696726
"Texas Eastern Transmission, LP",Receipt,ELA,LLOG EXP.-Breton Sound 41 | 398540
"Texas Eastern Transmission, LP",Receipt,ELA,Llog-ChanDeleur Block 31-Lao | 73514
"Texas Eastern Transmission, LP",Receipt,ELA,"Louisiana Intrastate Gas - Iberville Psh.,LA - REC | 76890"
"Texas Eastern Transmission, LP",Receipt,ELA,"Magnum Producing, LP - #1 Kean, Pt. Coupee Psh., LA | 71889"
"Texas Eastern Transmission, LP",Receipt,ELA,Midcontinent Express | 73569
"Texas Eastern Transmission, LP",Receipt,ELA,Noble-VK 826 | 73071
"Texas Eastern Transmission, LP",Receipt,ELA,Northstar Offshore- South Pass 86 | 72831
"Texas Eastern Transmission, LP",Receipt,ELA,"Pennington O&G/Js Kean Et Al #1 Shell Road-Pt Coupee Parish,La | 73877"
"Texas Eastern Transmission, LP",Receipt,ELA,Petsec Energy Inc. - MP 19 | 73474
"Texas Eastern Transmission, LP",Receipt,ELA,"Petsec Energy, Inc. MP Blk 104 - LAO | 73163"
"Texas Eastern Transmission, LP",Receipt,ELA,Resolve Energy Corp. | 72804
"Texas Eastern Transmission, LP",Receipt,ELA,"Rovig Mineral-Lake Boeuf Field,Lafourche Parish, LA | 73491"
"Texas Eastern Transmission, LP",Receipt,ELA,"Rovig Mineral-SWLB Field, Lafourche Parish, LA | 72998"
"Texas Eastern Transmission, LP",Receipt,ELA,"Scorpion Oil & Gas, Lincoln Co., MS | 73710"
"Texas Eastern Transmission, LP",Receipt,ELA,SESH (D73584/R73583) | 75583
"Texas Eastern Transmission, LP",Receipt,ELA,"Shell Offshore , WD 143, - LAO | 73073"
"Texas Eastern Transmission, LP",Receipt,ELA,"Southcross Mississippi Pipeline, LP- Hinds, MS - Del (B/D 7 | 76580"
"Texas Eastern Transmission, LP",Receipt,ELA,"Talon Energy LLC-Paul T Ray - LaFourche Psh., LA | 72834"
"Texas Eastern Transmission, LP",Receipt,ELA,Talos-VK 203 | 72921
"Texas Eastern Transmission, LP",Receipt,ELA,Tana Exploration Breton Sound Block 25 | 73819
"Texas Eastern Transmission, LP",Receipt,ELA,Tana Exploration Company LLC -MP 175-Run 1 | 72870
"Texas Eastern Transmission, LP",Receipt,ELA,Tana Exploration Company LLC -MP 178-Run 1 | 73303
"Texas Eastern Transmission, LP",Receipt,ELA,"TDC Apache Oil - CS 63, LA | 59981"
"Texas Eastern Transmission, LP",Receipt,ELA,"Threshold Development Co. - Amite Co., MS | 45802"
"Texas Eastern Transmission, LP",Receipt,ELA,"Transok - Ouachita Psh., LA | 72614"
"Texas Eastern Transmission, LP",Receipt,ELA,"W&T Offshore, Inc - MP 102, LA | 72370"
"Texas Eastern Transmission, LP",Receipt,ELA,Walter Oil & Gas-WD 106 | 72972
"Texas Eastern Transmission, LP",Receipt,ELA,"WG Gas Rich Land Seed Gathering-Swan Lake Road-Morehouse, LA | 73908"
"Texas Eastern Transmission, LP",Receipt,ELA,"Will Drill/Sanders Gathering , Copiah Co., MS | 73689"
"Texas Eastern Transmission, LP",Receipt,ELA,"Williams Energy LLC - Lafourche Psh., LA-REC | 76609"
"Texas Eastern Transmission, LP",Receipt,ETX,"#1 Davis / Cass County, TX (Rec) | 72252"
"Texas Eastern Transmission, LP",Receipt,ETX,"#2 Oakland / Cass, TX (Receipt) | 72035"
"Texas Eastern Transmission, LP",Receipt,ETX,Access Midstream/Carzenava Gathering | 73649
"Texas Eastern Transmission, LP",Receipt,ETX,"Bachtell O&G/Keahey Gathering-Marion Co., TX | 73697"
"Texas Eastern Transmission, LP",Receipt,ETX,"Bowles Properties - #1 Cherry / Rusk County, TX | 72476"
"Texas Eastern Transmission, LP",Receipt,ETX,"Brammer Engineering, Inc. -Green Gas Unit #1 - Harrison Co., TX | 73068"
"Texas Eastern Transmission, LP",Receipt,ETX,"Buffco Prod./Jo Allison #1-Harrison Co., TX | 73612"
"Texas Eastern Transmission, LP",Receipt,ETX,"Buffco Prod./Southern Egg Ranch-Shelby Co., TX | 73613"
"Texas Eastern Transmission, LP",Receipt,ETX,"Buffco Production, Inc - Oak Hill Cotton Valley | 73502"
"Texas Eastern Transmission, LP",Receipt,ETX,CASTOR CUSTODY TRANSFER POINT | 79675
"Texas Eastern Transmission, LP",Receipt,ETX,"Centerpoint Energy Field Services - Waskom, TX (Receipt) | 70191"
"Texas Eastern Transmission, LP",Receipt,ETX,"Centerpoint Energy Field Services, Inc. - Red River I-27, R | 1029125"
"Texas Eastern Transmission, LP",Receipt,ETX,"Centerpoint Energy-Gathering System, Shelby Co., TX (Rec) | 73410"
"Texas Eastern Transmission, LP",Receipt,ETX,Chesapeake/Mansfield West Gathering | 73635
"Texas Eastern Transmission, LP",Receipt,ETX,"Classic Oil & Gas-Carter Bros. Unit 2-#3 - Angelina Co., TX | 484283"
"Texas Eastern Transmission, LP",Receipt,ETX,"Comstock Resources - #1 Desoto - Desoto Psh., LA | 72808"
"Texas Eastern Transmission, LP",Receipt,ETX,"Enbridge Pipelines (East Texas) LP -Longview/Gregg Co., TX | 71964"
"Texas Eastern Transmission, LP",Receipt,ETX,"Encana O&G Inc. - Green Gathering - Nacogdoches Co.,TX | 73517"
"Texas Eastern Transmission, LP",Receipt,ETX,"Energy Transfer/Tiger Pipeline Bienville, LA | 73672"
"Texas Eastern Transmission, LP",Receipt,ETX,Enerquest/Scott Gathering | 73637
"Texas Eastern Transmission, LP",Receipt,ETX,"Enterprise Gathering LLC/Bethany-Desoto Parish, LA-Run 1 | 73523"
"Texas Eastern Transmission, LP",Receipt,ETX,"Enterprise Texas Pipeline, LLC - Panola County, TX (REC) | 72892"
"Texas Eastern Transmission, LP",Receipt,ETX,"ETC Texas Pipeline, Ltd-Henderson #1 / Nacogdoches Co., TX (Rec) | 73253"
"Texas Eastern Transmission, LP",Receipt,ETX,ETX-Enbridge/Zider - Shelby | 73686
"Texas Eastern Transmission, LP",Receipt,ETX,Fortune Resources LLC/Tarantula Gathering | 73600
"Texas Eastern Transmission, LP",Receipt,ETX,"Fossil Resources - Brown #1H / Nacogdoches Co., TX | 73409"
"Texas Eastern Transmission, LP",Receipt,ETX,"Fossil Resources-Cardinal Gathering-Nacogdoches Co., TX | 73519"
"Texas Eastern Transmission, LP",Receipt,ETX,"Fossil Resources/Cardinal Ii Gathering-Nacogdoches Co., TX | 73597"
"Texas Eastern Transmission, LP",Receipt,ETX,Head Of Hot Spring Lateral | 79153
"Texas Eastern Transmission, LP",Receipt,ETX,"HEC Petroleum-Fulton Fuller #1, Nacog. Co., TX (Rec) | 73295"
"Texas Eastern Transmission, LP",Receipt,ETX,"Howell Oil & Gas, Inc. - Gooch-Gant Fields CP, Harrison CO., | 72525"
"Texas Eastern Transmission, LP",Receipt,ETX,"Hunt Petroleum - Stateline Gathering - Shelby Co., TX (Rec) | 696718"
"Texas Eastern Transmission, LP",Receipt,ETX,"Jeems Bayou - #1 Calhoun / Desoto Psh., LA | 72307"
"Texas Eastern Transmission, LP",Receipt,ETX,"Jeems Bayou, #3A Lafitte - Desoto Psh., LA (Receipt) | 72049"
"Texas Eastern Transmission, LP",Receipt,ETX,Kmk Oil & Gas/Benton #1 | 73817
"Texas Eastern Transmission, LP",Receipt,ETX,"Kudo Midstream-Martinsville Gathering-Cr 342-Nacogdoches Co., Tx | 73927"
"Texas Eastern Transmission, LP",Receipt,ETX,"Marshall Exploration - #1 Resch / Harrison Co., TX (Rec) | 72131"
"Texas Eastern Transmission, LP",Receipt,ETX,"Mcbee Operating Company, LLC-Rippy #1 Nacog. Co., TX (Rec) | 73455"
"Texas Eastern Transmission, LP",Receipt,ETX,"Mineral Development, Inc. - Smith / Desoto Psh., LA | 72303"
"Texas Eastern Transmission, LP",Receipt,ETX,"Newman Corp. - Harrison Co., TX (Receipt) | 70190"
"Texas Eastern Transmission, LP",Receipt,ETX,"NFR Energy/Gatlin Gathering, Harrison Co. TX | 73603"
"Texas Eastern Transmission, LP",Receipt,ETX,"NGC Energy Resources - Sligo Gas Plant, LA (Receipt) | 70970"
"Texas Eastern Transmission, LP",Receipt,ETX,"Noble Energy-Harris Yates-Shelby Co., TX | 73641"
"Texas Eastern Transmission, LP",Receipt,ETX,"Noble Energy-Oliver Creek-Shelby Co., TX | 73549"
"Texas Eastern Transmission, LP",Receipt,ETX,"Noram - Shelby Co., TX (Receipt) | 71706"
"Texas Eastern Transmission, LP",Receipt,ETX,"Noram Field Services - Shelby Co., TX (Rec) | 73209"
"Texas Eastern Transmission, LP",Receipt,ETX,"Palmer Petroleum Inc.-Lumber Gathering - Angelina Co., TX | 73515"
"Texas Eastern Transmission, LP",Receipt,ETX,"Palmer Petroleum-Angelina #2-Angelina Co., TX | 73521"
"Texas Eastern Transmission, LP",Receipt,ETX,"Petrochem Operating / Lott #1 - Bossier Parish, LA (Rec) | 73328"
"Texas Eastern Transmission, LP",Receipt,ETX,"Petrohawk/Petroleum Creek, Nacogdoches Co., TX | 73665"
"Texas Eastern Transmission, LP",Receipt,ETX,"Petromax/Talley Bottom Gathering - Harrison Co., TX (Rec) | 73464"
"Texas Eastern Transmission, LP",Receipt,ETX,Regency Gas - Bienville Pa. LA-(D72688/R76688) | 75688
"Texas Eastern Transmission, LP",Receipt,ETX,REGENCY/SOUTHLAND (R73571/D73570) | 75570
"Texas Eastern Transmission, LP",Receipt,ETX,"Samson Lone Star, LP- Metcalf & Hendricks, Shelby Co., TX | 26351"
"Texas Eastern Transmission, LP",Receipt,ETX,"Samson Lonestar - #1 Herrera, Nacogdoches Co., Tx (Receipt) | 24934"
"Texas Eastern Transmission, LP",Receipt,ETX,"Samson Lonestar - Herrera #3, Nacogdoches Co., TX | 73582"
"Texas Eastern Transmission, LP",Receipt,ETX,"Samson Lonestar -Herrera #2 Gathering, Nacogdoches CO., TX (Recei | 73475"
"Texas Eastern Transmission, LP",Receipt,ETX,"Samson Resources - #1 Turlington / Rusk County, TX (Rec) | 26029"
"Texas Eastern Transmission, LP",Receipt,ETX,Samson Resources -Cherokee Oak Hill - Rusk Co. Tx. (Rec) | 73484
"Texas Eastern Transmission, LP",Receipt,ETX,Samson Resources -Cherokee Oak Hill -Low Flow | 73562
"Texas Eastern Transmission, LP",Receipt,ETX,Shell E&P/Laffitte Gathering | 1029124
"Texas Eastern Transmission, LP",Receipt,ETX,"Sheridan Holding Company III,LLC-Shelby Gathering-Shelby Co., TX | 73546"
"Texas Eastern Transmission, LP",Receipt,ETX,"Sheridan Holding Company III,LLC-Warr Gathering | 73652"
"Texas Eastern Transmission, LP",Receipt,ETX,"Sheridan Holding Company III,LLC/King Williams, Shelby Co., TX | 73670"
"Texas Eastern Transmission, LP",Receipt,ETX,"Smith (Harvey Broyle)#2 Murphy-Bryceland, Bienville Psh., L | 70192"
"Texas Eastern Transmission, LP",Receipt,ETX,Smith Oper. (Harvey Broyle M.P. 0.00) - Bienville Psh. La | 72718
"Texas Eastern Transmission, LP",Receipt,ETX,Sonerra Resources - Melrose Gathering (Kendrick #1-H) (Rec) | 73275
"Texas Eastern Transmission, LP",Receipt,ETX,"Sonerra Resources - Mountain West, Nacog. Co., TX (Rec) | 73282"
"Texas Eastern Transmission, LP",Receipt,ETX,Southwestern Energy - Timberstar #1 | 73550
"Texas Eastern Transmission, LP",Receipt,ETX,Southwestern Energy/Jebel Gathering | 73639
"Texas Eastern Transmission, LP",Receipt,ETX,"St. Mary Land & Explor. Co. - #1 U.S.A. / Shelby Co., TX | 46441"
"Texas Eastern Transmission, LP",Receipt,ETX,"Tanos Exploration II,LLC.-Rc Hill #1-Nac. Co/., TX. | 73337"
"Texas Eastern Transmission, LP",Receipt,ETX,"Tanos Exploration II,LLC/Parmer Gathering | 73564"
"Texas Eastern Transmission, LP",Receipt,ETX,"Texlan Oil Co. - #1 Baker, Nacogdoches Co., TX (Receipt) | 20725"
"Texas Eastern Transmission, LP",Receipt,ETX,TGG Pipeline - Central Delivery Point | 73608
"Texas Eastern Transmission, LP",Receipt,ETX,TGG Pipeline - North Delivery Point | 73627
"Texas Eastern Transmission, LP",Receipt,ETX,"Tracy Production Co. - #1 Fulton Fuller, Nacogdoches Co. | 72458"
"Texas Eastern Transmission, LP",Receipt,ETX,"Transcoastal Corp. - Dillard #1 / Shelby Co., TX | 73241"
"Texas Eastern Transmission, LP",Receipt,ETX,"Unit Petroleum Company - Shelby Co., TX | 73629"
"Texas Eastern Transmission, LP",Receipt,ETX,"VanTex Gas Pipeline - Angelina County, TX | 73129"
"Texas Eastern Transmission, LP",Receipt,ETX,"Verado Energy, Inc - Young #3 -Rusk County, TX | 73104"
"Texas Eastern Transmission, LP",Receipt,ETX,"Woodward Marketing - San Jacinto County, TX | 72584"
"Texas Eastern Transmission, LP",Receipt,ETX,"Woodward Pipeline-Apple Springs / Angelina Co., TX (Rec) | 73422"
"Texas Eastern Transmission, LP",Receipt,ETX,"XTO Energy - Anico #4 - Polk Co., TX (Rec) | 73456"
"Texas Eastern Transmission, LP",Receipt,ETX,"XTO Energy - Shelby, TX | 73315"
"Texas Eastern Transmission, LP",Receipt,ETX,XTO Energy/Barfield Ward Gathering | 73640
"Texas Eastern Transmission, LP",Receipt,STX,"Abraxas Petroleum Corp.- Tipton Lease / Goliad Co., TX (Rec) | 72723"
"Texas Eastern Transmission, LP",Receipt,STX,"Aptian Gas Corp., K.W. Schreiner #1 - Live Oak Co., TX | 72950"
"Texas Eastern Transmission, LP",Receipt,STX,"Aptian Gas Corp., Schreiner Ranch - Live Oak Co., TX | 72951"
"Texas Eastern Transmission, LP",Receipt,STX,"Arcadia Operating,LLC- Golden Miner #1 / San Jacinto Co., TX (Rec) | 73391"
"Texas Eastern Transmission, LP",Receipt,STX,"Aspect Energy - Bintliff Gathering - Brazoria Co., TX | 73481"
