Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2018,SD,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,0,0,132678,140169,0,0,272847,0,0,132678,140169,0,0,272847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2018,WY,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,621,0,884531,361435,0,0,1246587,621,0,884531,361435,0,0,1246587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,8,1,0,6,1,0,0,8
2017,MT,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,4046,0,9509335,0,0,0,9513381,4046,0,9509335,0,0,0,9513381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,11,4,0,7,0,0,0,11
2017,ND,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,0,0,11691104,2525705,0,0,14216809,0,0,11691104,2525705,0,0,14216809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,39,0,0,38,1,0,0,39
2017,SD,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,0,0,113850,173559,0,0,287409,0,0,113850,173559,0,0,287409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2017,WY,"WBI Energy Transmission, Inc.",0,0,0,0,0,0,0,540,0,839740,265227,0,0,1105507,540,0,839740,265227,0,0,1105507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,8,1,0,6,1,0,0,8
2021,MS,"Weir Nat Gas Sys, Town Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,MS,"Weir Nat Gas Sys, Town Of",3915,5190,0,0,0,0,9105,0,0,0,0,0,0,0,3915,5190,0,0,0,0,9105,55,55,0,0,0,0,111,128,11,0,0,0,0,139,0,0,0,0,0,0,0,128,11,0,0,0,0,139
2019,MS,"Weir Nat Gas Sys, Town Of",4000,5257,0,0,0,0,9257,0,0,0,0,0,0,0,4000,5257,0,0,0,0,9257,56,57,0,0,0,0,112,130,10,0,0,0,0,140,0,0,0,0,0,0,0,130,10,0,0,0,0,140
2018,MS,"Weir Nat Gas Sys, Town Of",4437,5483,0,0,0,0,9920,0,0,0,0,0,0,0,4437,5483,0,0,0,0,9920,59,56,0,0,0,0,115,132,9,0,0,0,0,141,0,0,0,0,0,0,0,132,9,0,0,0,0,141
2017,MS,"Weir Nat Gas Sys, Town Of",3192,710,0,0,0,0,3902,0,0,0,0,0,0,0,3192,710,0,0,0,0,3902,49,9,0,0,0,0,57,134,9,0,0,0,0,143,0,0,0,0,0,0,0,134,9,0,0,0,0,143
2021,WV,Welch Gas Coop,54083,75370,0,0,0,0,129453,0,0,0,0,0,0,0,54083,75370,0,0,0,0,129453,536,728,0,0,0,0,1264,574,121,0,0,0,0,695,0,0,0,0,0,0,0,574,121,0,0,0,0,695
2020,WV,Welch Gas Coop,51681,66668,0,0,0,0,118349,0,0,0,0,0,0,0,51681,66668,0,0,0,0,118349,514,644,0,0,0,0,1158,579,117,0,0,0,0,696,0,0,0,0,0,0,0,579,117,0,0,0,0,696
2019,WV,Welch Gas Coop,53199,76713,0,0,0,0,129912,0,0,0,0,0,0,0,53199,76713,0,0,0,0,129912,531,741,0,0,0,0,1271,593,117,0,0,0,0,710,0,0,0,0,0,0,0,593,117,0,0,0,0,710
2018,WV,Welch Gas Coop,60878,85444,0,0,0,0,146322,0,0,0,0,0,0,0,60878,85444,0,0,0,0,146322,604,825,0,0,0,0,1429,591,120,0,0,0,0,711,0,0,0,0,0,0,0,591,120,0,0,0,0,711
2017,WV,Welch Gas Coop,51785,72502,0,0,0,0,124287,0,0,0,0,0,0,0,51785,72502,0,0,0,0,124287,513,701,0,0,0,0,1214,588,125,0,0,0,0,713,0,0,0,0,0,0,0,588,125,0,0,0,0,713
2021,IA,Wellman Municipal Gas System,35171,9675,1799,0,0,0,46645,0,0,0,0,0,0,0,35171,9675,1799,0,0,0,46645,534,150,22,0,0,0,707,567,121,11,0,0,0,699,0,0,0,0,0,0,0,567,121,11,0,0,0,699
2020,IA,Wellman Municipal Gas System,41359,11784,11512,0,0,0,64655,0,0,0,0,0,0,0,41359,11784,11512,0,0,0,64655,358,106,82,0,0,0,547,560,79,15,0,0,0,654,0,0,0,0,0,0,0,560,79,15,0,0,0,654
2019,IA,Wellman Municipal Gas System,41359,11784,11512,0,0,0,64655,0,0,0,0,0,0,0,41359,11784,11512,0,0,0,64655,358,106,82,0,0,0,547,560,79,15,0,0,0,654,0,0,0,0,0,0,0,560,79,15,0,0,0,654
2018,IA,Wellman Municipal Gas System,41678,11922,10290,0,0,0,63890,0,0,0,0,0,0,0,41678,11922,10290,0,0,0,63890,374,111,80,0,0,0,565,558,81,15,0,0,0,654,0,0,0,0,0,0,0,558,81,15,0,0,0,654
2017,IA,Wellman Municipal Gas System,32925,9989,8354,0,0,0,51268,0,0,0,0,0,0,0,32925,9989,8354,0,0,0,51268,313,98,65,0,0,0,476,553,83,15,0,0,0,651,0,0,0,0,0,0,0,553,83,15,0,0,0,651
2021,LA,West Baton Rouge Parish,203588,127010,236613,0,0,0,567211,0,0,0,0,0,0,0,203588,127010,236613,0,0,0,567211,1860,925,1300,0,0,0,4086,5416,213,5,0,0,0,5634,0,0,0,0,0,0,0,5416,213,5,0,0,0,5634
2020,LA,West Baton Rouge Parish,164429,119093,231301,0,0,20646,535469,0,0,0,0,0,0,0,164429,119093,231301,0,0,20646,535469,1419,682,810,0,0,121,3033,5331,216,5,0,0,53,5605,0,0,0,0,0,0,0,5331,216,5,0,0,53,5605
2019,LA,West Baton Rouge Parish,184054,153113,266146,0,0,0,603313,0,0,0,0,0,0,0,184054,153113,266146,0,0,0,603313,1657,993,1068,0,0,0,3719,5179,261,5,0,0,0,5445,0,0,0,0,0,0,0,5179,261,5,0,0,0,5445
2018,LA,West Baton Rouge Parish,187564,143347,260362,0,0,0,591273,0,0,0,0,0,0,0,187564,143347,260362,0,0,0,591273,1654,917,1168,0,0,0,3740,5035,258,5,0,0,0,5298,0,0,0,0,0,0,0,5035,258,5,0,0,0,5298
2017,LA,West Baton Rouge Parish,141540,131076,310541,0,0,0,583157,0,0,0,0,0,0,0,141540,131076,310541,0,0,0,583157,1377,876,1460,0,0,0,3713,4896,255,5,0,0,0,5156,0,0,0,0,0,0,0,4896,255,5,0,0,0,5156
2021,IA,West Bend City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,IA,West Bend City of,23547,21588,24885,757,0,0,70777,0,0,0,0,0,0,0,23547,21588,24885,757,0,0,70777,209,172,176,6,0,0,562,315,90,5,1,0,0,411,0,0,0,0,0,0,0,315,90,5,1,0,0,411
2019,IA,West Bend City of,27446,25331,31827,801,0,0,85405,0,0,0,0,0,0,0,27446,25331,31827,801,0,0,85405,227,188,205,6,0,0,627,317,89,5,1,0,0,412,0,0,0,0,0,0,0,317,89,5,1,0,0,412
2018,IA,West Bend City of,26875,24839,40835,747,0,0,93296,0,0,0,0,0,0,0,26875,24839,40835,747,0,0,93296,229,191,280,5,0,0,705,316,90,5,1,0,0,412,0,0,0,0,0,0,0,316,90,5,1,0,0,412
2017,IA,West Bend City of,22782,22562,48868,664,0,0,94876,0,0,0,0,0,0,0,22782,22562,48868,664,0,0,94876,198,172,333,5,0,0,708,316,90,4,1,0,0,411,0,0,0,0,0,0,0,316,90,4,1,0,0,411
2021,CA,West Coast Gas Co,49362,149400,0,0,0,0,198762,0,0,0,0,0,0,0,49362,149400,0,0,0,0,198762,966,2254,0,0,0,0,3221,1271,116,0,0,0,0,1387,0,0,0,0,0,0,0,1271,116,0,0,0,0,1387
2020,CA,West Coast Gas Co,52761,142486,0,0,0,0,195247,0,0,0,0,0,0,0,52761,142486,0,0,0,0,195247,896,1941,0,0,0,0,2836,1271,116,0,0,0,0,1387,0,0,0,0,0,0,0,1271,116,0,0,0,0,1387
2019,CA,West Coast Gas Co,49791,143663,0,0,0,0,193454,0,0,0,0,0,0,0,49791,143663,0,0,0,0,193454,829,2014,0,0,0,0,2843,1271,114,0,0,0,0,1385,0,0,0,0,0,0,0,1271,114,0,0,0,0,1385
2018,CA,West Coast Gas Co,52262,140576,0,0,0,0,192838,0,0,0,0,0,0,0,52262,140576,0,0,0,0,192838,656,1615,0,0,0,0,2271,1271,116,0,0,0,0,1387,0,0,0,0,0,0,0,1271,116,0,0,0,0,1387
2017,CA,West Coast Gas Co,49671,147410,0,0,0,0,197081,0,0,0,0,0,0,0,49671,147410,0,0,0,0,197081,656,1615,0,0,0,0,2271,1271,116,0,0,0,0,1387,0,0,0,0,0,0,0,1271,116,0,0,0,0,1387
2021,AL,West Jefferson Gas System,10598,1141,0,0,0,0,11739,0,0,0,0,0,0,0,10598,1141,0,0,0,0,11739,167,17,0,0,0,0,184,400,15,0,0,0,0,415,0,0,0,0,0,0,0,400,15,0,0,0,0,415
2020,AL,West Jefferson Gas System,11833,993,0,0,0,0,12826,0,0,0,0,0,0,0,11833,993,0,0,0,0,12826,181,15,0,0,0,0,196,413,15,0,0,0,0,428,0,0,0,0,0,0,0,413,15,0,0,0,0,428
2019,AL,West Jefferson Gas System,12305,1204,0,0,0,0,13509,0,0,0,0,0,0,0,12305,1204,0,0,0,0,13509,199,18,0,0,0,0,217,408,17,0,0,0,0,425,0,0,0,0,0,0,0,408,17,0,0,0,0,425
2018,AL,West Jefferson Gas System,14805,1441,0,0,0,0,16246,0,0,0,0,0,0,0,14805,1441,0,0,0,0,16246,258,23,0,0,0,0,281,415,17,0,0,0,0,432,0,0,0,0,0,0,0,415,17,0,0,0,0,432
2017,AL,West Jefferson Gas System,10145,1061,0,0,0,0,11206,0,0,0,0,0,0,0,10145,1061,0,0,0,0,11206,174,16,0,0,0,0,191,423,17,0,0,0,0,440,0,0,0,0,0,0,0,423,17,0,0,0,0,440
2021,GA,West Point City of GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,GA,West Point City of GA,38718,22613,45915,0,0,0,107246,0,0,0,0,0,0,0,38718,22613,45915,0,0,0,107246,519,243,385,0,0,0,1148,699,130,4,0,0,0,833,0,0,0,0,0,0,0,699,130,4,0,0,0,833
2019,GA,West Point City of GA,32275,27781,64156,0,0,0,124212,0,0,0,0,0,0,0,32275,27781,64156,0,0,0,124212,476,404,583,0,0,0,1463,716,136,4,0,0,0,856,0,0,0,0,0,0,0,716,136,4,0,0,0,856
2018,GA,West Point City of GA,42671,27927,71719,0,0,0,142317,0,0,0,0,0,0,0,42671,27927,71719,0,0,0,142317,608,325,742,0,0,0,1674,934,133,4,0,0,0,1071,0,0,0,0,0,0,0,934,133,4,0,0,0,1071
2017,GA,West Point City of GA,34852,26469,60485,0,0,0,121806,0,0,0,0,0,0,0,34852,26469,60485,0,0,0,121806,504,290,655,0,0,0,1448,932,136,2,0,0,0,1070,0,0,0,0,0,0,0,932,136,2,0,0,0,1070
2021,TN,West Tennessee Public Util Dist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TN,West Tennessee Public Util Dist,601014,469030,2353400,0,0,0,3423444,0,0,0,0,0,0,0,601014,469030,2353400,0,0,0,3423444,6102,4730,7646,0,0,0,18478,12607,1786,24,0,0,0,14417,0,0,0,0,0,0,0,12607,1786,24,0,0,0,14417
2019,TN,West Tennessee Public Util Dist,673480,472568,2176688,0,0,0,3322736,0,0,0,0,0,0,0,673480,472568,2176688,0,0,0,3322736,6644,4899,7701,0,0,0,19244,12277,1750,21,0,0,0,14048,0,0,0,0,0,0,0,12277,1750,21,0,0,0,14048
2018,TN,West Tennessee Public Util Dist,716665,478181,2171571,0,0,0,3366417,0,0,0,0,0,0,0,716665,478181,2171571,0,0,0,3366417,6891,5057,8332,0,0,0,20280,12044,1738,22,0,0,0,13804,0,0,0,0,0,0,0,12044,1738,22,0,0,0,13804
2017,TN,West Tennessee Public Util Dist,519709,377965,2095059,0,0,0,2992733,0,0,0,0,0,0,0,519709,377965,2095059,0,0,0,2992733,5409,3977,8355,0,0,0,17740,11768,1711,23,0,0,0,13502,0,0,0,0,0,0,0,11768,1711,23,0,0,0,13502
2021,NM,"West Texas Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,OK,"West Texas Gas, Inc.",204755,97619,12115,0,0,0,314489,0,0,3803816,0,0,0,3803816,204755,97619,3815931,0,0,0,4118305,2372,908,87,0,0,0,3367,3120,500,12,0,0,0,3632,0,0,997,0,0,0,997,3120,500,1009,0,0,0,4629
2021,TX,"West Texas Gas, Inc.",1097798,4032288,19855086,0,0,0,24985172,0,0,2881618,0,0,0,2881618,1097798,4032288,22736704,0,0,0,27866790,11359,20069,100350,0,0,0,131778,16597,2472,3120,0,0,0,22189,0,0,26,0,0,0,26,16597,2472,3146,0,0,0,22215
2020,LA,"West Texas Gas, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,NM,"West Texas Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,OK,"West Texas Gas, Inc.",204783,94835,9943,0,0,0,309561,0,0,3423139,0,0,0,3423139,204783,94835,3433082,0,0,0,3732700,2014,765,49,0,0,0,2828,3122,496,12,0,0,0,3630,0,0,977,0,0,0,977,3122,496,989,0,0,0,4607
2020,TX,"West Texas Gas, Inc.",1049394,3988140,20034313,0,0,0,25071847,0,0,3273820,0,0,0,3273820,1049394,3988140,23308133,0,0,0,28345667,8573,10857,62987,0,0,0,82418,15935,2343,3072,0,0,0,21350,0,0,32,0,0,0,32,15935,2343,3104,0,0,0,21382
2019,NM,"West Texas Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,OK,"West Texas Gas, Inc.",227560,113517,9078,0,0,0,350155,0,0,3138465,0,0,0,3138465,227560,113517,3147543,0,0,0,3488620,2315,920,47,0,0,0,3282,3136,506,11,0,0,0,3653,0,0,959,0,0,0,959,3136,506,970,0,0,0,4612
2019,TX,"West Texas Gas, Inc.",1034920,3932063,17002476,0,0,0,21969459,0,0,16066380,0,0,0,16066380,1034920,3932063,33068856,0,0,0,38035839,8600,11198,55818,0,0,0,75616,15739,2331,3071,0,0,0,21141,0,0,29,0,0,0,29,15739,2331,3100,0,0,0,21170
2018,LA,"West Texas Gas, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NM,"West Texas Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,OK,"West Texas Gas, Inc.",220204,109569,202035,0,0,0,531808,0,0,3007234,0,0,0,3007234,220204,109569,3209269,0,0,0,3539042,2334,925,1552,0,0,0,4811,3207,492,58,0,0,0,3757,0,0,910,0,0,0,910,3207,492,968,0,0,0,4667
2018,TX,"West Texas Gas, Inc.",983654,3589719,19859754,0,0,0,24433127,0,0,11586497,0,0,0,11586497,983654,3589719,31446251,0,0,0,36019624,9024,12217,75528,0,0,0,96770,14749,2404,3984,0,0,0,21137,0,0,29,0,0,0,29,14749,2404,4013,0,0,0,21166
2017,LA,"West Texas Gas, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,"West Texas Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,OK,"West Texas Gas, Inc.",188680,263984,1829,0,0,0,454493,0,0,2330271,0,0,0,2330271,188680,263984,2332100,0,0,0,2784764,2133,969,15,0,0,0,3117,3283,495,10,0,0,0,3788,0,0,907,0,0,0,907,3283,495,917,0,0,0,4695
2017,TX,"West Texas Gas, Inc.",793208,3434230,15981959,0,0,0,20209397,0,0,9997528,0,0,0,9997528,793208,3434230,25979487,0,0,0,30206925,8263,13712,68954,0,0,0,90928,15463,2343,3092,0,0,0,20898,0,0,417,0,0,0,417,15463,2343,3509,0,0,0,21315
2021,MT,West Yellowstone Gas,23037,80546,0,0,0,0,103583,0,0,0,0,0,0,0,23037,80546,0,0,0,0,103583,506,1466,0,0,0,0,1972,427,210,0,0,0,0,637,0,0,0,0,0,0,0,427,210,0,0,0,0,637
2020,MT,West Yellowstone Gas,21354,69752,0,0,0,0,91106,0,0,0,0,0,0,0,21354,69752,0,0,0,0,91106,456,1248,0,0,0,0,1704,426,209,0,0,0,0,635,0,0,0,0,0,0,0,426,209,0,0,0,0,635
2019,MT,West Yellowstone Gas,23368,88272,0,0,0,0,111640,0,0,0,0,0,0,0,23368,88272,0,0,0,0,111640,475,1376,0,0,0,0,1851,425,203,0,0,0,0,628,0,0,0,0,0,0,0,425,203,0,0,0,0,628
2018,MT,West Yellowstone Gas,21886,84970,0,0,0,0,106856,0,0,0,0,0,0,0,21886,84970,0,0,0,0,106856,370,1122,0,0,0,0,1492,425,188,0,0,0,0,613,0,0,0,0,0,0,0,425,188,0,0,0,0,613
2017,MT,West Yellowstone Gas,22215,82075,0,0,0,0,104290,0,0,0,0,0,0,0,22215,82075,0,0,0,0,104290,371,1090,0,0,0,0,1461,431,189,0,0,0,0,620,0,0,0,0,0,0,0,431,189,0,0,0,0,620
2021,OK,Western Farmers Electric Cooperative,0,0,0,0,0,0,0,0,0,0,5384218,0,0,5384218,0,0,0,5384218,0,0,5384218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
2020,OK,Western Farmers Electric Cooperative,0,0,0,0,0,0,0,0,0,0,5647822,0,0,5647822,0,0,0,5647822,0,0,5647822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
2019,OK,Western Farmers Electric Cooperative,0,0,0,0,0,0,0,0,0,0,9101369,0,0,9101369,0,0,0,9101369,0,0,9101369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
2018,OK,Western Farmers Electric Cooperative,0,0,0,0,0,0,0,0,0,0,15155279,0,0,15155279,0,0,0,15155279,0,0,15155279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
2017,OK,Western Farmers Electric Cooperative,0,0,0,0,0,0,0,0,0,0,14937835,0,0,14937835,0,0,0,14937835,0,0,14937835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
2021,OK,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,884662,0,0,0,884662,0,0,884662,0,0,0,884662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2021,TX,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,OK,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,951233,0,0,0,951233,0,0,951233,0,0,0,951233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2020,TX,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,OK,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,890132,0,0,0,890132,0,0,890132,0,0,0,890132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2019,TX,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,OK,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,948553,0,0,0,948553,0,0,948553,0,0,0,948553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2018,TX,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,OK,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,885041,0,0,0,885041,0,0,885041,0,0,0,885041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2017,TX,Western Gas Interstate Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,KY,Western Lewis Rectorville Gas & Water,34165,4833,0,0,0,0,38998,0,0,0,0,0,0,0,34165,4833,0,0,0,0,38998,166,24,0,0,0,0,190,517,51,0,0,0,0,568,0,0,0,0,0,0,0,517,51,0,0,0,0,568
2020,KY,Western Lewis Rectorville Gas & Water,31798,4033,0,0,0,0,35831,0,0,0,0,0,0,0,31798,4033,0,0,0,0,35831,110,14,0,0,0,0,125,515,55,0,0,0,0,570,0,0,0,0,0,0,0,515,55,0,0,0,0,570
2019,KY,Western Lewis Rectorville Gas & Water,34999,4439,0,0,0,0,39438,0,0,0,0,0,0,0,34999,4439,0,0,0,0,39438,129,16,0,0,0,0,145,516,54,0,0,0,0,570,0,0,0,0,0,0,0,516,54,0,0,0,0,570
2018,KY,Western Lewis Rectorville Gas & Water,37712,4631,0,0,0,0,42343,0,0,0,0,0,0,0,37712,4631,0,0,0,0,42343,104,13,0,0,0,0,117,524,60,0,0,0,0,584,0,0,0,0,0,0,0,524,60,0,0,0,0,584
2017,KY,Western Lewis Rectorville Gas & Water,27800,3471,0,0,0,0,31271,0,0,0,0,0,0,0,27800,3471,0,0,0,0,31271,117,14,0,0,0,0,131,507,47,0,0,0,0,554,0,0,0,0,0,0,0,507,47,0,0,0,0,554
2021,MA,Westfield City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,MA,Westfield City of,664208,825970,67685,0,0,0,1557863,0,0,0,0,0,0,0,664208,825970,67685,0,0,0,1557863,9505,9313,638,0,0,0,19455,9499,1146,3,0,0,0,10648,0,0,0,0,0,0,0,9499,1146,3,0,0,0,10648
2019,MA,Westfield City of,712081,902035,75140,0,0,0,1689256,0,0,0,0,0,0,0,712081,902035,75140,0,0,0,1689256,10120,10131,704,0,0,0,20954,9389,1142,4,0,0,0,10535,0,0,0,0,0,0,0,9389,1142,4,0,0,0,10535
2018,MA,Westfield City of,721526,882386,76983,0,0,0,1680895,0,0,0,0,0,0,0,721526,882386,76983,0,0,0,1680895,10180,9975,740,0,0,0,20894,9349,1147,4,0,0,0,10500,0,0,0,0,0,0,0,9349,1147,4,0,0,0,10500
