Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2017,MA,Westfield City of,651926,785574,80439,0,0,0,1517939,0,0,0,0,0,0,0,651926,785574,80439,0,0,0,1517939,9334,9024,766,0,0,0,19124,9282,1122,9,0,0,0,10413,0,0,0,0,0,0,0,9282,1122,9,0,0,0,10413
2021,IN,Westfield Gas Corporation,342402,137114,6912,0,0,0,486428,0,184165,1422,0,0,0,185587,342402,321279,8334,0,0,0,672015,3796,1231,59,0,0,0,5086,5350,437,7,0,0,0,5794,0,47,2,0,0,0,49,5350,484,9,0,0,0,5843
2020,IN,Westfield Gas Corporation,338127,123966,7242,0,0,0,469335,0,178160,1596,0,0,0,179756,338127,302126,8838,0,0,0,649091,3243,936,53,0,0,0,4232,5012,422,7,0,0,0,5441,0,46,2,0,0,0,48,5012,468,9,0,0,0,5489
2019,IN,Westfield Gas Corporation,348082,139757,8221,0,0,0,496060,0,192593,1774,0,0,0,194367,348082,332350,9995,0,0,0,690427,3162,1024,60,0,0,0,4246,4692,405,7,0,0,0,5104,0,39,2,0,0,0,41,4692,444,9,0,0,0,5145
2018,IN,Westfield Gas Corporation,329248,131996,8655,0,0,0,469899,0,158405,1617,0,0,0,160022,329248,290401,10272,0,0,0,629921,2875,979,63,0,0,0,3917,4374,387,7,0,0,0,4768,0,39,2,0,0,0,41,4374,426,9,0,0,0,4809
2017,IN,Westfield Gas Corporation,275334,112539,7148,0,0,0,395021,0,118125,601,0,0,0,118726,275334,230664,7749,0,0,0,513747,2740,910,55,0,0,0,3705,3988,386,7,0,0,0,4381,0,34,2,0,0,0,36,3988,420,9,0,0,0,4417
2021,CO,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,WY,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2020,CO,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,WY,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,1377875,0,0,0,1377875,0,0,1377875,0,0,0,1377875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2019,CO,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,WY,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,1958554,0,0,0,1958554,0,0,1958554,0,0,0,1958554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2018,CO,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,WY,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,2597054,0,0,0,2597054,0,0,2597054,0,0,0,2597054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2017,CO,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,WY,"WestGas InterState, Inc.",0,0,0,0,0,0,0,0,0,3205046,0,0,0,3205046,0,0,3205046,0,0,0,3205046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2021,LA,"Westlake, Town Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,LA,"Westlake, Town Of",89496,30512,36297,0,0,0,156305,0,0,0,0,0,0,0,89496,30512,36297,0,0,0,156305,1706,489,280,0,0,0,2475,3448,199,6,0,0,0,3653,0,0,0,0,0,0,0,3448,199,6,0,0,0,3653
2019,LA,"Westlake, Town Of",82883,32460,43799,0,0,0,159142,0,0,0,0,0,0,0,82883,32460,43799,0,0,0,159142,1610,536,345,0,0,0,2491,3390,202,6,0,0,0,3598,0,0,0,0,0,0,0,3390,202,6,0,0,0,3598
2018,LA,"Westlake, Town Of",86575,33450,53042,0,0,0,173067,0,0,0,0,0,0,0,86575,33450,53042,0,0,0,173067,1637,544,416,0,0,0,2598,3378,194,6,0,0,0,3578,0,0,0,0,0,0,0,3378,194,6,0,0,0,3578
2017,LA,"Westlake, Town Of",82855,26261,62236,0,0,0,171352,0,0,0,0,0,0,0,82855,26261,62236,0,0,0,171352,1489,404,502,0,0,0,2395,3362,189,6,0,0,0,3557,0,0,0,0,0,0,0,3362,189,6,0,0,0,3557
2021,IL,Westville Gas Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,IL,Westville Gas Commission,108574,25667,0,0,0,0,134241,0,0,0,0,0,0,0,108574,25667,0,0,0,0,134241,807,196,0,0,0,0,1002,1426,82,0,0,0,0,1508,0,0,0,0,0,0,0,1426,82,0,0,0,0,1508
2019,IL,Westville Gas Commission,117422,27071,0,0,0,0,144493,0,0,0,0,0,0,0,117422,27071,0,0,0,0,144493,783,181,0,0,0,0,964,1435,83,0,0,0,0,1518,0,0,0,0,0,0,0,1435,83,0,0,0,0,1518
2018,IL,Westville Gas Commission,126491,24893,0,0,0,0,151384,0,0,0,0,0,0,0,126491,24893,0,0,0,0,151384,905,177,0,0,0,0,1081,1442,82,0,0,0,0,1524,0,0,0,0,0,0,0,1442,82,0,0,0,0,1524
2017,IL,Westville Gas Commission,103953,19427,0,0,0,0,123380,0,0,0,0,0,0,0,103953,19427,0,0,0,0,123380,792,135,0,0,0,0,927,1445,80,0,0,0,0,1525,0,0,0,0,0,0,0,1445,80,0,0,0,0,1525
2021,KS,"Wetmore Gas Dept, City Of",8711,3770,0,0,0,0,12481,0,0,0,0,0,0,0,8711,3770,0,0,0,0,12481,77,31,0,0,0,0,107,150,21,0,0,0,0,171,0,0,0,0,0,0,0,150,21,0,0,0,0,171
2020,KS,"Wetmore Gas Dept, City Of",9617,3949,0,0,0,0,13566,0,0,0,0,0,0,0,9617,3949,0,0,0,0,13566,83,32,0,0,0,0,115,150,21,0,0,0,0,171,0,0,0,0,0,0,0,150,21,0,0,0,0,171
2019,KS,"Wetmore Gas Dept, City Of",10410,4580,0,0,0,0,14990,0,0,0,0,0,0,0,10410,4580,0,0,0,0,14990,88,37,0,0,0,0,125,150,21,0,0,0,0,171,0,0,0,0,0,0,0,150,21,0,0,0,0,171
2018,KS,"Wetmore Gas Dept, City Of",10339,4795,0,0,0,0,15134,0,0,0,0,0,0,0,10339,4795,0,0,0,0,15134,85,39,0,0,0,0,124,150,21,0,0,0,0,171,0,0,0,0,0,0,0,150,21,0,0,0,0,171
2017,KS,"Wetmore Gas Dept, City Of",8835,3679,0,0,0,0,12514,0,0,0,0,0,0,0,8835,3679,0,0,0,0,12514,77,30,0,0,0,0,107,143,26,0,0,0,0,169,0,0,0,0,0,0,0,143,26,0,0,0,0,169
2021,MO,Wheaton Municipal Gas,7805,29668,0,0,0,0,37473,0,0,0,0,0,0,0,7805,29668,0,0,0,0,37473,98,281,0,0,0,0,378,171,41,0,0,0,0,212,0,0,0,0,0,0,0,171,41,0,0,0,0,212
2020,MO,Wheaton Municipal Gas,7600,3304,27203,0,0,0,38107,0,0,0,0,0,0,0,7600,3304,27203,0,0,0,38107,90,34,232,0,0,0,356,174,26,12,0,0,0,212,0,0,0,0,0,0,0,174,26,12,0,0,0,212
2019,MO,Wheaton Municipal Gas,8676,3366,30984,0,0,0,43026,0,0,0,0,0,0,0,8676,3366,30984,0,0,0,43026,102,35,271,0,0,0,407,170,26,12,0,0,0,208,0,0,0,0,0,0,0,170,26,12,0,0,0,208
2018,MO,Wheaton Municipal Gas,7906,9238,29927,0,0,0,47071,0,0,0,0,0,0,0,7906,9238,29927,0,0,0,47071,107,126,321,0,0,0,554,210,20,11,0,0,0,241,0,0,0,0,0,0,0,210,20,11,0,0,0,241
2017,MO,Wheaton Municipal Gas,5851,2448,24261,0,0,0,32560,0,0,0,0,0,0,0,5851,2448,24261,0,0,0,32560,82,26,208,0,0,0,316,215,15,11,0,0,0,241,0,0,0,0,0,0,0,215,15,11,0,0,0,241
2021,AL,"Wheeler Basin Natural Gas Co., Inc.",100237,79979,57098,0,0,0,237314,0,0,498019,0,0,0,498019,100237,79979,555117,0,0,0,735333,1212,585,347,0,0,0,2143,3393,254,6,0,0,0,3653,0,0,4,0,0,0,4,3393,254,10,0,0,0,3657
2020,AL,"Wheeler Basin Natural Gas Co., Inc.",93402,71076,51004,0,0,0,215482,0,0,554173,0,0,0,554173,93402,71076,605177,0,0,0,769655,1069,785,218,0,0,0,2072,3353,250,6,0,0,0,3609,0,0,4,0,0,0,4,3353,250,10,0,0,0,3613
2019,AL,"Wheeler Basin Natural Gas Co., Inc.",96052,77251,52480,0,0,0,225783,0,0,550143,0,0,0,550143,96052,77251,602623,0,0,0,775926,1095,848,258,0,0,0,2201,3284,252,6,0,0,0,3542,0,0,4,0,0,0,4,3284,252,10,0,0,0,3546
2018,AL,"Wheeler Basin Natural Gas Co., Inc.",102371,81056,58172,0,0,0,241599,0,0,552551,0,0,0,552551,102371,81056,610723,0,0,0,794150,1166,889,311,0,0,0,2367,3195,247,6,0,0,0,3448,0,0,4,0,0,0,4,3195,247,10,0,0,0,3452
2017,AL,"Wheeler Basin Natural Gas Co., Inc.",79840,58156,51654,0,0,0,189650,0,0,569689,0,0,0,569689,79840,58156,621343,0,0,0,759339,914,642,260,0,0,0,1816,3125,240,6,0,0,0,3371,0,0,4,0,0,0,4,3125,240,10,0,0,0,3375
2020,KY,Wheelwright Utility Commission,4186,6901,0,0,0,0,11087,0,0,0,0,0,0,0,4186,6901,0,0,0,0,11087,46,60,0,0,0,0,106,176,4,0,0,0,0,180,0,0,0,0,0,0,0,176,4,0,0,0,0,180
2019,KY,Wheelwright Utility Commission,10931,17210,0,0,0,0,28141,0,0,0,0,0,0,0,10931,17210,0,0,0,0,28141,143,245,0,0,0,0,388,217,17,0,0,0,0,234,0,0,0,0,0,0,0,217,17,0,0,0,0,234
2018,KY,Wheelwright Utility Commission,11931,15721,0,0,0,0,27652,0,0,0,0,0,0,0,11931,15721,0,0,0,0,27652,165,263,0,0,0,0,428,216,17,0,0,0,0,233,0,0,0,0,0,0,0,216,17,0,0,0,0,233
2017,KY,Wheelwright Utility Commission,4186,6901,0,0,0,0,11087,0,0,0,0,0,0,0,4186,6901,0,0,0,0,11087,46,60,0,0,0,0,106,176,4,0,0,0,0,180,0,0,0,0,0,0,0,176,4,0,0,0,0,180
2021,LA,"White Castle, Town Of",14811,1673,0,0,0,0,16484,0,0,0,0,0,0,0,14811,1673,0,0,0,0,16484,262,28,0,0,0,0,290,407,31,0,0,0,0,438,0,0,0,0,0,0,0,407,31,0,0,0,0,438
2020,LA,"White Castle, Town Of",10188,1324,0,0,0,0,11512,0,0,0,0,0,0,0,10188,1324,0,0,0,0,11512,186,20,0,0,0,0,206,410,31,0,0,0,0,441,0,0,0,0,0,0,0,410,31,0,0,0,0,441
2019,LA,"White Castle, Town Of",12639,1473,0,0,0,0,14112,0,0,0,0,0,0,0,12639,1473,0,0,0,0,14112,204,24,0,0,0,0,228,420,31,0,0,0,0,451,0,0,0,0,0,0,0,420,31,0,0,0,0,451
2018,LA,"White Castle, Town Of",12762,1577,0,0,0,0,14339,0,0,0,0,0,0,0,12762,1577,0,0,0,0,14339,223,25,0,0,0,0,248,425,31,0,0,0,0,456,0,0,0,0,0,0,0,425,31,0,0,0,0,456
2017,LA,"White Castle, Town Of",11507,1713,0,0,0,0,13220,0,0,0,0,0,0,0,11507,1713,0,0,0,0,13220,205,22,0,0,0,0,228,433,30,0,0,0,0,463,0,0,0,0,0,0,0,433,30,0,0,0,0,463
2021,IL,"White Hall Gas Dept, City Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,IL,"White Hall Gas Dept, City Of",73978,28797,0,0,0,0,102775,0,0,0,0,0,0,0,73978,28797,0,0,0,0,102775,582,182,0,0,0,0,765,875,62,0,0,0,0,937,0,0,0,0,0,0,0,875,62,0,0,0,0,937
2019,IL,"White Hall Gas Dept, City Of",79347,31755,0,0,0,0,111102,0,0,0,0,0,0,0,79347,31755,0,0,0,0,111102,553,187,0,0,0,0,740,875,62,0,0,0,0,937,0,0,0,0,0,0,0,875,62,0,0,0,0,937
2018,IL,"White Hall Gas Dept, City Of",77167,30550,0,0,0,0,107717,0,0,0,0,0,0,0,77167,30550,0,0,0,0,107717,576,192,0,0,0,0,768,866,61,0,0,0,0,927,0,0,0,0,0,0,0,866,61,0,0,0,0,927
2017,IL,"White Hall Gas Dept, City Of",69373,25646,0,0,0,0,95019,0,0,0,0,0,0,0,69373,25646,0,0,0,0,95019,525,162,0,0,0,0,687,873,63,0,0,0,0,936,0,0,0,0,0,0,0,873,63,0,0,0,0,936
2021,KY,"White Plains, City of",6748,0,0,0,0,0,6748,0,0,0,0,0,0,0,6748,0,0,0,0,0,6748,111,0,0,0,0,0,111,137,0,0,0,0,0,137,0,0,0,0,0,0,0,137,0,0,0,0,0,137
2020,KY,"White Plains, City of",6103,0,0,0,0,0,6103,0,0,0,0,0,0,0,6103,0,0,0,0,0,6103,106,0,0,0,0,0,106,126,0,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,0,126
2019,KY,"White Plains, City of",6782,0,0,0,0,0,6782,0,0,0,0,0,0,0,6782,0,0,0,0,0,6782,109,0,0,0,0,0,109,128,0,0,0,0,0,128,0,0,0,0,0,0,0,128,0,0,0,0,0,128
2018,KY,"White Plains, City of",8255,0,0,0,0,0,8255,0,0,0,0,0,0,0,8255,0,0,0,0,0,8255,107,0,0,0,0,0,107,127,0,0,0,0,0,127,0,0,0,0,0,0,0,127,0,0,0,0,0,127
2017,KY,"White Plains, City of",5801,0,0,0,0,0,5801,0,0,0,0,0,0,0,5801,0,0,0,0,0,5801,83,0,0,0,0,0,83,132,0,0,0,0,0,132,0,0,0,0,0,0,0,132,0,0,0,0,0,132
2021,CO,White River Hub LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,CO,White River Hub LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,CO,White River Hub LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CO,White River Hub LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CO,White River Hub LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,IN,"White River, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,TX,"Whiteface Gas Dept, City Of",8192,6234,0,0,0,0,14426,0,0,0,0,0,0,0,8192,6234,0,0,0,0,14426,61,47,0,0,0,0,108,185,18,0,0,0,0,203,0,0,0,0,0,0,0,185,18,0,0,0,0,203
2019,TX,"Whiteface Gas Dept, City Of",10530,5424,0,0,0,0,15954,0,0,0,0,0,0,0,10530,5424,0,0,0,0,15954,59,36,0,0,0,0,95,187,18,0,0,0,0,205,0,0,0,0,0,0,0,187,18,0,0,0,0,205
2018,TX,"Whiteface Gas Dept, City Of",9449,4724,0,0,0,0,14173,0,0,0,0,0,0,0,9449,4724,0,0,0,0,14173,64,42,0,0,0,0,106,189,16,0,0,0,0,205,0,0,0,0,0,0,0,189,16,0,0,0,0,205
2017,TX,"Whiteface Gas Dept, City Of",4894,8059,0,0,0,0,12953,0,0,0,0,0,0,0,4894,8059,0,0,0,0,12953,54,41,0,0,0,0,95,190,15,0,0,0,0,205,0,0,0,0,0,0,0,190,15,0,0,0,0,205
2021,IA,Whittemore City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,IA,Whittemore City of,19408,3105,26707,0,0,0,49220,0,0,0,0,0,0,0,19408,3105,26707,0,0,0,49220,201,42,212,0,0,0,455,229,45,2,0,0,0,276,0,0,0,0,0,0,0,229,45,2,0,0,0,276
2019,IA,Whittemore City of,16452,5006,40639,0,0,0,62097,0,0,0,0,0,0,0,16452,5006,40639,0,0,0,62097,171,51,329,0,0,0,550,229,45,2,0,0,0,276,0,0,0,0,0,0,0,229,45,2,0,0,0,276
2018,IA,Whittemore City of,18953,4849,31937,0,0,0,55739,0,0,0,0,0,0,0,18953,4849,31937,0,0,0,55739,200,50,246,0,0,0,497,228,44,2,0,0,0,274,0,0,0,0,0,0,0,228,44,2,0,0,0,274
2017,IA,Whittemore City of,15730,4048,35832,0,0,0,55610,0,0,0,0,0,0,0,15730,4048,35832,0,0,0,55610,170,42,317,0,0,0,529,228,44,2,0,0,0,274,0,0,0,0,0,0,0,228,44,2,0,0,0,274
2021,KY,"Wickliffe, City Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,KY,"Wickliffe, City Of",15876,5947,0,0,0,0,21823,0,0,0,0,0,0,0,15876,5947,0,0,0,0,21823,212,74,0,0,0,0,286,321,59,0,0,0,0,380,0,0,0,0,0,0,0,321,59,0,0,0,0,380
2019,KY,"Wickliffe, City Of",18510,7333,0,0,0,0,25843,0,0,0,0,0,0,0,18510,7333,0,0,0,0,25843,242,90,0,0,0,0,332,325,58,0,0,0,0,383,0,0,0,0,0,0,0,325,58,0,0,0,0,383
2018,KY,"Wickliffe, City Of",19241,8103,0,0,0,0,27344,0,0,0,0,0,0,0,19241,8103,0,0,0,0,27344,250,99,0,0,0,0,348,325,58,0,0,0,0,383,0,0,0,0,0,0,0,325,58,0,0,0,0,383
2017,KY,"Wickliffe, City Of",15159,6940,0,0,0,0,22099,0,0,0,0,0,0,0,15159,6940,0,0,0,0,22099,207,88,0,0,0,0,295,325,58,0,0,0,0,383,0,0,0,0,0,0,0,325,58,0,0,0,0,383
2021,AL,Wilcox County Gas Distribution,14099,16621,7888,0,0,0,38608,0,0,2476575,0,0,0,2476575,14099,16621,2484463,0,0,0,2515183,283,111,41,0,0,0,435,426,95,1,0,0,0,522,0,0,1,0,0,0,1,426,95,2,0,0,0,523
2020,AL,Wilcox County Gas Distribution,13444,21908,12302,0,0,0,47654,0,0,2424628,0,0,0,2424628,13444,21908,2436930,0,0,0,2472282,216,191,50,0,0,0,457,397,94,1,0,0,0,492,0,0,1,0,0,0,1,397,94,2,0,0,0,493
2019,AL,Wilcox County Gas Distribution,11609,14762,13643,0,0,0,40014,0,0,2491289,0,0,0,2491289,11609,14762,2504932,0,0,0,2531303,220,227,69,0,0,0,515,397,94,1,0,0,0,492,0,0,1,0,0,0,1,397,94,2,0,0,0,493
2018,AL,Wilcox County Gas Distribution,12315,17100,17044,0,0,0,46459,0,0,2041634,0,0,0,2041634,12315,17100,2058678,0,0,0,2088093,243,263,87,0,0,0,593,390,94,1,0,0,0,485,0,0,1,0,0,0,1,390,94,2,0,0,0,486
2017,AL,Wilcox County Gas Distribution,9988,16769,22057,0,0,0,48814,0,0,2063763,0,0,0,2063763,9988,16769,2085820,0,0,0,2112577,157,200,114,0,0,0,471,389,97,1,0,0,0,487,0,0,1,0,0,0,1,389,97,2,0,0,0,488
2021,CA,Wild Goose Storage Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,CA,Wild Goose Storage Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,CA,Wild Goose Storage Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CA,Wild Goose Storage Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CA,Wild Goose Storage Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,AZ,"Willcox Mun System, City Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,AZ,"Willcox Mun System, City Of",41287,40365,0,0,0,0,81652,0,0,0,0,0,0,0,41287,40365,0,0,0,0,81652,387,298,0,0,0,0,684,1178,232,0,0,0,0,1410,0,0,0,0,0,0,0,1178,232,0,0,0,0,1410
2019,AZ,"Willcox Mun System, City Of",40073,42710,0,0,0,0,82783,0,0,0,0,0,0,0,40073,42710,0,0,0,0,82783,393,321,0,0,0,0,714,1184,233,0,0,0,0,1417,0,0,0,0,0,0,0,1184,233,0,0,0,0,1417
2018,AZ,"Willcox Mun System, City Of",38412,41690,0,0,0,0,80102,0,0,0,0,0,0,0,38412,41690,0,0,0,0,80102,371,306,0,0,0,0,678,1189,233,0,0,0,0,1422,0,0,0,0,0,0,0,1189,233,0,0,0,0,1422
2017,AZ,"Willcox Mun System, City Of",33973,37490,0,0,0,0,71463,0,0,0,0,0,0,0,33973,37490,0,0,0,0,71463,365,304,0,0,0,0,669,1187,234,0,0,0,0,1421,0,0,0,0,0,0,0,1187,234,0,0,0,0,1421
2021,AL,"Williams Field Services Company, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,CO,"Williams Field Services Company, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,PA,"Williams Field Services Company, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,WV,"Williams Field Services Company, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
